    名称,所属行业,代码
灿芯股份,半导体,688691
方邦股份,电子化学品,688020
先惠技术,电池,688155
威尔高,元件,301251
迈威生物-U,生物制品,688062
今天国际,IT服务,300532
隆扬电子,消费电子,301389
国科天成,军工电子,301571
德力股份,家居用品,002571
上海洗霸,环境治理,603200
合力泰,光学光电子,002217
升达林业,燃气,002259
争光股份,塑料制品,301092
寒锐钴业,能源金属,300618
卓然股份,专用设备,688121
冠城新材,电网设备,600067
厦门钨业,小金属,600549
宏工科技,电池,301662
横河精密,塑料制品,300539
联赢激光,自动化设备,688518
联瑞新材,非金属材料,688300
天邦食品,养殖业,002124
白银有色,工业金属,601212
华正新材,元件,603186
金钼股份,小金属,601958
鼎泰高科,通用设备,301377
天华新能,电池,300390
德龙激光,自动化设备,688170
赛分科技,化学制药,688758
科瑞技术,自动化设备,002957
雷科防务,军工电子,002413
招金黄金,贵金属,000506
锡华科技,风电设备,603248
天能重工,风电设备,300569
同大股份,塑料制品,300321
晓程科技,贵金属,300139
德明利,半导体,001309
兴业银锡,贵金属,000426
真兰仪表,通用设备,301303
泰祥股份,汽车零部件,301192
新日股份,汽车服务及其他,603787
通宇通讯,通信设备,002792
多利科技,汽车零部件,001311
中嘉博创,通信服务,000889
多氟多,化学制品,002407
完美世界,游戏,002624
九州一轨,环境治理,688485
扬电科技,电网设备,301012
巨力索具,通用设备,002342
长久物流,物流,603569
佰维存储,半导体,688525
德恩精工,通用设备,300780
信息发展,软件开发,300469
北方稀土,小金属,600111
沃格光电,光学光电子,603773
北特科技,汽车零部件,603009
龙高股份,非金属材料,605086
实达集团,IT服务,600734
维科技术,电池,600152
中青宝,游戏,300052
晓鸣股份,养殖业,300967
东杰智能,自动化设备,300486
广立微,软件开发,301095
世运电路,元件,603920
直真科技,软件开发,003007
华锡有色,小金属,600301
金安国纪,元件,002636
瑞斯康达,通信设备,603803
恩捷股份,电池,002812
映翰通,通信设备,688080
奥浦迈,医疗服务,688293
芯原股份,半导体,688521
日盈电子,汽车零部件,603286
创识科技,计算机设备,300941
海王生物,医药商业,000078
万邦医药,医疗服务,301520
中国汽研,其他社会服务,601965
联合光电,计算机设备,300691
中密控股,通用设备,300470
铜冠铜箔,电池,301217
宏德股份,风电设备,301163
福晶科技,光学光电子,002222
凯格精机,专用设备,301338
吉贝尔,化学制药,688566
天山电子,光学光电子,301379
山河药辅,化学制药,300452
蓝特光学,光学光电子,688127
深科达,专用设备,688328
中工国际,建筑装饰,002051
税友股份,IT服务,603171
华脉科技,通信设备,603042
创源股份,家居用品,300703
京能置业,房地产,600791
晋拓股份,汽车零部件,603211
武进不锈,钢铁,603878
江波龙,半导体,301308
章源钨业,小金属,002378
金禄电子,元件,301282
博亚精工,专用设备,300971
芯碁微装,专用设备,688630
晶丰明源,半导体,688368
科信技术,通信设备,300565
阿莱德,通信设备,301419
宏力达,电网设备,688330
南钢股份,钢铁,600282
南京高科,房地产,600064
青山纸业,造纸,600103
长飞光纤,通信设备,601869
华盛昌,电网设备,002980
厦钨新能,电池,688778
智立方,自动化设备,301312
名雕股份,建筑装饰,002830
优迅股份,半导体,688807
龙腾光电,光学光电子,688055
东方钽业,小金属,000962
盛达资源,工业金属,000603
哈森股份,服装家纺,603958
*ST凯鑫,环境治理,300899
环旭电子,消费电子,601231
C盛合,半导体,688820
天孚通信,通信设备,300394
华翔股份,白色家电,603112
隆华科技,通用设备,300263
苏试试验,其他社会服务,300416
理工导航,军工装备,688282
凌云光,自动化设备,688400
蜂助手,通信服务,301382
和晶科技,白色家电,300279
本川智能,元件,300964
丽臣实业,化学制品,001218
东材科技,塑料制品,601208
智光电气,电网设备,002169
和林微纳,消费电子,688661
欧科亿,通用设备,688308
冠石科技,光学光电子,605588
嘉元科技,电池,688388
ST亚光,军工电子,300123
湖南白银,贵金属,002716
苏奥传感,汽车零部件,300507
锴威特,半导体,688693
埃泰克,汽车零部件,603293
汇成股份,半导体,688403
ST易联众,软件开发,300096
国城矿业,小金属,000688
新天科技,通用设备,300259
传艺科技,消费电子,002866
联建光电,光学光电子,300269
均瑶健康,饮料制造,605388
尤洛卡,专用设备,300099
银都股份,通用设备,603277
飞力达,物流,300240
太辰光,通信设备,300570
翔鹭钨业,小金属,002842
沃尔德,通用设备,688028
红板科技,元件,603459
正裕工业,汽车零部件,603089
罗博特科,自动化设备,300757
金卡智能,通用设备,300349
德林海,环境治理,688069
永茂泰,工业金属,605208
恒邦股份,贵金属,002237
绿的谐波,自动化设备,688017
禾信仪器,通用设备,688622
中国稀土,小金属,000831
强一股份,半导体,688809
C福恩,纺织制造,001312
延江股份,美容护理,300658
汇源通信,通信设备,000586
同德化工,化学制品,002360
长盈通,通信设备,688143
双乐股份,化学制品,301036
英力股份,消费电子,300956
真视通,IT服务,002771
天马科技,农产品加工,603668
宝丽迪,化学纤维,300905
田中精机,自动化设备,300461
新金路,化学原料,000510
春兴精工,汽车零部件,002547
海晨股份,物流,300873
乾照光电,光学光电子,300102
迪生力,汽车零部件,603335
合康新能,建筑装饰,300048
龙大美食,食品加工制造,002726
锡业股份,小金属,000960
快可电子,光伏设备,301278
ST香雪,中药,300147
众泰汽车,汽车整车,000980
欧莱新材,半导体,688530
南亚新材,元件,688519
道明光学,塑料制品,002632
多浦乐,通用设备,301528
富信科技,其他电子,688662
三棵树,建筑材料,603737
联特科技,通信设备,301205
震有科技,通信设备,688418
菲利华,军工装备,300395
航天工程,专用设备,603698
瑞迪智驱,通用设备,301596
铭普光磁,通信设备,002902
万祥科技,消费电子,301180
宜通世纪,通信服务,300310
厦门象屿,物流,600057
卓胜微,半导体,300782
腾景科技,光学光电子,688195
安科瑞,电网设备,300286
炬光科技,半导体,688167
盛和资源,小金属,600392
通光线缆,电网设备,300265
华康洁净,医疗服务,301235
华盛锂电,电池,688353
劲拓股份,自动化设备,300400
C尚水,电池,301513
楚天科技,医疗器械,300358
路维光电,半导体,688401
华自科技,其他电源设备,300490
甘李药业,生物制品,603087
索通发展,非金属材料,603612
航天南湖,军工电子,688552
棒杰股份,服装家纺,002634
大东南,塑料制品,002263
德科立,通信设备,688205
杰普特,自动化设备,688025
乐普医疗,医疗器械,300003
戴维医疗,医疗器械,300314
*ST天龙,建筑装饰,300029
圣龙股份,汽车零部件,603178
飞天诚信,计算机设备,300386
傲农生物,农产品加工,603363
厦工股份,工程机械,600815
上工申贝,专用设备,600843
中谷物流,港口航运,603565
欢瑞世纪,影视院线,000892
顺钠股份,电网设备,000533
顺灏股份,包装印刷,002565
苏利股份,农化制品,603585
爱玛科技,汽车服务及其他,603529
联翔股份,家居用品,603272
兰石重装,专用设备,603169
西藏珠峰,工业金属,600338
诺德股份,电池,600110
中稀有色,小金属,600259
光库科技,通信设备,300620
华研精机,专用设备,301138
纽泰格,汽车零部件,301229
泰胜风能,风电设备,300129
友讯达,电网设备,300514
英思特,金属新材料,301622
东田微,光学光电子,301183
富士莱,化学制药,301258
博硕科技,消费电子,300951
中一科技,电池,301150
恒誉环保,环保设备,688309
海科新源,电池,301292
赛微电子,半导体,300456
嘉必优,化学制品,688089
*ST观典,军工装备,688287
瀚蓝环境,环境治理,600323
南京化纤,通用设备,600889
东方证券,证券,600958
柳钢股份,钢铁,601003
日联科技,专用设备,688531
联讯仪器,通用设备,688808
*ST精伦,通信设备,600355
ST新华锦,服装家纺,600735
*ST万方,农产品加工,000638
锋龙股份,通用设备,002931
天箭科技,军工电子,002977
真爱美家,服装家纺,003041
三六五网,文化传媒,300295
天迈科技,计算机设备,300807
